gene	uniprot_accession
ALDH3B2	E9PKY9
ALDH3B2	H0YEC0
SCT	P09683
GPR1	P46091
GPR1	C9J456
GPR1	C9JCK1
GPR1	C9JFR8
GPR1	C9JKF3
GPR1	C9JQB7
GPR1	C9JSU0
IL4	P05112
IL4	B0JFA2
IL4	D4HNR6
IL4	Q5FC01
IL4	Q6NWP0
IL4	Q9UPB9
IL4	U3LVN1
KRT13	P13646
KRT13	A1A4E9
KRT13	K7EMD9
KRT13	K7EMJ2
KRT13	K7EQH6
KRT13	K7ERE3
KLHL38	Q2WGJ6
MYMK	A6NI61
RASGEF1A	Q8N9B8
RASGEF1A	H7BYA3
GAGE1	P0DTW1
GAGE1	A0A158RFV5
GAGE1	Q05DQ1
CARNS1	A5YM72
RGS16	O15492
GRIN1	Q05586
GRIN1	A0A024R8G5
GRIN1	A2AVK2
GRIN1	Q5VSF9
MYH7B	A7E2Y1
MYH7B	A0A6E1W127
MYH7B	Q5JW45
MYH7B	Q5JW46
MYH7B	Q5JW47
MYH7B	Q5JW48
MYH7B	Q5JW49
ATP2B3	Q16720
ATP2B3	A1L3B5
ATP2B3	A1X4Q0
KCNJ9	Q92806
GDF5	P43026
GDF5	D3YQT0
GDF5	D3YQY5
GDF5	D3YQZ2
GDF5	D3YR12
GDF5	D3YR58
GDF5	D3YR72
GDF5	D3YR76
GDF5	D3YR87
GDF5	D3YRA6
GDF5	D3YRI8
GDF5	F1T0J1
GDF5	Q2NKW7
PPP1R14D	Q9NXH3
PPP1R14D	E9PAT1
PPP1R14D	Q4V755
CYP2W1	Q8TAV3
CYP2W1	A6NJ10
CYP2W1	H7C015
MS4A12	Q9NXJ0
MS4A12	E9PIX5
MS4A12	E9PNI3
UPK3B	Q9BT76
UPK3B	A0A0J9YVS6
SERPINB7	O75635
SERPINB7	A0A1B0GX82
SERPINB7	C9JA68
SERPINB7	C9JM00
PGM5	Q15124
PGM5	Q5JTY7
ALPI	P09923
ALPI	A0A024R4A2
ALPI	F8WEQ0
ADGRF2	Q8IZF7
ADGRF2	D6R9E2
NOS1AP	O75052
NOS1AP	E9PIP8
NOS1AP	E9PSG0
KRT3	P12035
LRRC25	Q8N386
LRRC25	Q8TAB8
TENM4	Q6N022
TENM4	A0A0S2PZP6
TENM4	E9PPG4
TENM4	H0YCJ4
TENM4	H0YCW4
PTCRA	Q6ISU1
PTCRA	A0A087WTE9
RGSL1	A5PLK6
RGSL1	A0A0U1RQD8
RGSL1	A0A0U1RRA3
RGSL1	A0A0U1RRF3
RGSL1	A0A0U1RRF6
RGSL1	A0A0U1RRG0
RGSL1	A0A0U1RRN0
RGSL1	A0A3B3ISC9
RGSL1	H3BNQ0
RGSL1	H3BNR3
RGSL1	H3BNS3
RGSL1	H3BRN5
RGSL1	H3BU64
RGSL1	H3BVE8
PNLDC1	Q8NA58
PNLDC1	V9GYA0
BRS3	P32247
CNIH3	Q8TBE1
PKP3	Q9Y446
PKP3	E9PJR7
PKP3	E9PK71
PKP3	E9PKC4
PKP3	E9PQ15
PKP3	E9PRW6
PKP3	H0YEY5
LCN10	Q6JVE6
LCN10	B7ZMD1
LCN10	E9PK15
LCN10	E9PQQ7
LCN10	E9PRR3
LCN10	H0YCM3
DISC1	Q9NRI5
DISC1	A0A087WYX6
DISC1	A7E2W8
DISC1	C4P092
DISC1	C4P093
DISC1	C4P094
DISC1	C4P096
DISC1	C4P098
DISC1	C4P0A0
DISC1	C4P0A4
DISC1	C4P0A5
DISC1	C4P0A9
DISC1	C4P0B0
DISC1	C4P0B1
DISC1	C4P0B2
DISC1	C4P0C4
DISC1	C4P0C7
DISC1	C4P0C8
DISC1	C4P0D0
DISC1	C4P0D1
DISC1	C4P0D2
DISC1	C4P0D3
DISC1	C4P0D4
DISC1	C4P0D6
DISC1	C4P0D8
DISC1	H0Y7U2
DISC1	Q9NRI2
DISC1	X5DQV8
HHAT	Q5VTY9
HHAT	A0A075B6R5
HHAT	B1AK61
HHAT	F5H2Y1
HHAT	Q05BM0
ACTN2	P35609
ACTN2	A0A494C031
ACTN2	A0A494C033
ACTN2	A0A494C060
ACTN2	A0A494C0Q3
ACTN2	A0A494C166
ACTN2	A0A494C1A0
ACTN2	A0A7R6M6R8
ACTN2	A0A7R6M6U5
ACTN2	A0A7R6M8F2
ACTN2	A0A7R6M8N0
ACTN2	A0A7R6M8N3
CA5BP1,CA5B	Q8WTZ4
CA5B	Q9Y2D0
CA5B	A0A024RBW9
CA5B	C9IZP3
CA5B	C9JA11
CA5B	H7C4G3
KRT34	O76011
KRT34	A0A140TA69
KRT34	L0R6J1
OBSCN	Q5VST9
OBSCN	A0A0A0MRI8
OBSCN	A0A590UJ10
OBSCN	A0A590UJ33
OBSCN	A0A590UJ65
OBSCN	A0A590UJD0
OBSCN	A0A590UJD5
OBSCN	A0A590UJH9
OBSCN	A0A590UJJ2
OBSCN	A0A590UJV7
OBSCN	A0A590UK18
OBSCN	A0A590UKA5
OBSCN	A0A7P0Z489
OBSCN	A6NGQ3
OBSCN	A9NIU4
OBSCN	H3BPW6
OBSCN	H3BQA7
OBSCN	Q24JT4
OBSCN	Q4KMX9
GNG13	Q9P2W3
CNGA3	Q16281
CNGA3	A0A097I4X7
CNGA3	L8E7M2
ELF5	Q9UKW6
ELF5	A0A087X1W9
ELF5	A0A669KB78
ELF5	A8K443
MYO1A	Q9UBC5
MYO1A	C9JU63
MYO1A	G3V342
MYO1A	G3V587
CRACR2B	Q8N4Y2
CRACR2B	E9PHZ8
CRACR2B	E9PK04
CRACR2B	E9PPF3
CRACR2B	E9PRE5
HS3ST4	Q9Y661
HS3ST4	A5H458
IL24	Q13007
IL24	E7ER64
IL24	E7ETP6
INSM1	Q01101
LCNL1	Q6ZST4
LCNL1	B9EHA8
LMX1B	O60663
LMX1B	A0A0S2Z439
LMX1B	A0A0S2Z4L1
LMX1B	B7ZLH2
LMX1B	Q6ISE0
BNIP5	P0C671
LHX9	Q9NQ69
LHX9	A0A087X083
LHX9	A0A0C4DGY4
LHX9	H0Y330
LHX9	H0YL54
CLPS	P04118
CLPS	A0A087WZW1
CLPS	A0A087X0Q7
CLPS	Q5U808
CCDC140	Q96MF4
C1orf226	A1L170
PTPRT	O14522
PTPRT	A0A075B6H0
PTPRT	A0A087WWD6
PTPRT	A0A087WY22
PTPRT	A0A087X1J1
PTPRT	A0A087X1X2
PTPRT	B1AJR6
PTPRT	B1AJR8
PTPRT	B1AJR9
PTPRT	B1AJS0
PTPRT	L8ECM4
CEL	P19835
CEL	Q14018
PRPH2,PRPH	P23942
PRPH	P41219
PRPH	F8W835
PRPH	H7C5W5
TEDDM1	Q5T9Z0
GINS1	Q14691
GINS1	L8ECJ2
ANO9	A1A5B4
LRRC3B	Q96PB8
LRRC3B	A1LNH5
LRRC3B	C9J6A1
LRRC3B	C9JMC7
KRT4	P19013
KRT4	F8VX05
KRT4	F8VZR6
KRT4	Q6PIN2
CSRP3	P50461
CSRP3	A0A3B3IRI5
CSRP3	A0A3B3ISZ2
CSRP3	A0A3B3IT61
CSRP3	A0A7R6RQ65
CSRP3	A0A7R6RR27
CSRP3	A2TDB8
BMP2	P12643
BMP2	C8C060
BMP2	C8C061
BMP2	C8C063
BMP2	C8C064
BMP2	C8C065
BMP2	C8C066
BMP2	C8C068
BMP2	C8C069
BMP2	C8C071
BMP2	U3N491
PIP	P12273
NRARP	Q7Z6K4
RGS11	O94810
RGS11	H7C5Z0
RGS11	L8ECA7
RGS11	Q4TT70
RGS11	Q8IWC5
MTNR1B	P49286
MTNR1B	E9PR36
MTNR1B	H0YDG4
MTNR1B	Q7Z583
MTNR1B	Q8TEV7
SPAG11B	Q08648
SPAG11B	A0A0A0MRG4
SPAG11B	A0A0B4J218
SPAG11B	A0A0G2JLP6
SPAG11B	A0A0G2JN59
SPAG11B	A0A0G2JNB2
SPAG11B	A0A0G2JNX7
SPAG11B	A0A0G2JPD9
SPAG11B	A0A0G2JQZ6
SPAG11B	A0A0G2JR18
SPAG11B	H0YF39
MAPK15	Q8TD08
MAPK15	A0A1C7CYZ1
KCNH2	Q12809
KCNH2	A0A090N7W1
KCNH2	A0A090N7X5
KCNH2	A0A090N8Q0
KCNH2	A0PJW5
KCNH2	A8WBZ2
KCNH2	C7DYB4
KCNH2	J9SM79
KCNH2	Q45QN5
KCNH2	Q6U279
KCNH2	Q6U283
KCNH2	Q6U287
KCNH2	Q75MK8
KCNH2	Q75MK9
CD177	Q8N6Q3
CD177	A0A087WVM2
CD177	A0A087X113
CD177	D2N288
CD177	Q1T7A3
OR13H1	Q8NG92
OR13H1	A0A126GW70
MYH4	Q9Y623
APBA1	Q02410
APBA1	A0A0D9SFA9
APBA1	A0A0G2JMD7
ERAS	Q7Z444
CEACAM8	P31997
CEACAM8	M0R1X3
CEACAM8	Q0Z7S6
FRMPD2	Q68DX3
FRMPD2	A0A1B0GUQ4
FRMPD2	A0A1B0GV40
FRMPD2	D3DX87
HNF4A	P41235
HNF4A	A0A087WXV4
HNF4A	A0A2R3XWA5
HNF4A	A0A2R3XWA6
HNF4A	A0A2R3XWC8
HNF4A	A0A2R3XWF7
HNF4A	B9VVT8
HNF4A	F1D8T0
HNF4A	F8WBS7
HNF4A	Q8NHY1
EPB41L1	Q9H4G0
EPB41L1	A0A0C4DH22
EPB41L1	A0A1B0GTW6
EPB41L1	H0Y482
EPB41L1	H7C2K6
EPB41L1	L8E750
EPB41L1	Q29RW3
EPB41L1	Q4VXN0
EPB41L1	Q4VXN1
EPB41L1	Q4VXN2
EPB41L1	Q4VXN5
EPB41L1	Q4VXN6
EPB41L1	Q4VXN7
EPB41L1	Q4VXN8
EPB41L1	X6RC15
LCN2	P80188
LCN2	X6R8F3
KRT85	P78386
KRT85	F5GYI5
KIF25	Q9UIL4
KIF25	A0A494C0P5
TEX45	Q8NA69
TEX45	M0QY34
TEX45	M0QYK1
TEX45	M0R096
TEX45	M0R0L7
DEFA1	P59665
ALDH1A1	P00352
ALDH1A1	Q5SYQ7
ALDH1A1	Q5SYQ8
ALDH1A1	Q5SYQ9
ALDH1A1	V9HW83
PARD3	Q8TEW0
PARD3	B1AP52
PARD3	F5GZI3
PARD3	Q5VWU8
PARD3	Q5VWV2
CNTNAP3	Q9BZ76
CNTNAP3	A2RU34
CNTNAP3	A6NC89
CNTNAP3	B1AM99
CNTNAP3	B1AMA2
CNTNAP3	F2Z2X6
KLF9	Q13886
KLF9	A0A024R260
KLF9	B5BUG8
COL14A1	Q05707
COL14A1	A0A0A0MQT7
COL14A1	H0YBB2
COL14A1	J3QT75
COL14A1	J3QT83
COL14A1	L8EB32
COL14A1	Q4G0W3
MSH4	O15457
MSH4	Q5ZEZ0
ELAVL2	Q12926
ELAVL2	A0A0A0MRX1
ELAVL2	B1AM48
ELAVL2	C9JB16
ADAMTS1	Q9UHI8
ADAMTS1	A0A7I2V400
ADAMTS1	A0A7I2V5J1
ADAMTS1	A0A7I2YQL5
ADAMTS1	E5RI60
ADAMTS1	Q8NE26
PI3	P19957
ATP1B4	Q9UN42
ATP1B4	B7ZKV8
ATP1B4	B7ZKV9
ATP1B4	B7ZKW0
AQP8	O94778
AQP8	A0A0C4DGL6
AQP8	Q53GF6
VASH2	Q86V25
VASH2	C9JY36
FCRLA	Q7L513
FCRLA	Q5VXA5
FRMPD1	Q5SYB0
FRMPD1	F5H0G3
MAGEB2	O15479
PFKFB2	O60825
PFKFB2	A0A087X278
PFKFB2	A0A087X2H4
PFKFB2	B0FLL2
PFKFB2	F6RAZ1
PFKFB2	F6XNB3
FAM155B	O75949
LMX1A	Q8TE12
LMX1A	Q6NZ39
LAD1	O00515
LAD1	A0A0J9YVY2
LAD1	A0A0J9YW63
LAD1	A0A0J9YYF6
LAD1	E9PDI4
LAD1	Q6IPJ9
SCAND1	P57086
SCAND1	H0UIA5
ASIP	P42127
PLPPR1	A0A0J9YYG5
PLPPR1	M9MML5
PLPPR1,PRG3	Q8TBJ4
AIFM2,PRG3	Q9BRQ8
PRG3	Q9Y2Y8
PRKACG	P22612
UGT2A1	P0DTE4
UGT2A1	A0A140T9Z0
UGT2A1	D6RFW5
UGT2A1	D6RHF3
SEZ6L2	Q6UXD5
SEZ6L2	A0A087WYL5
SEZ6L2	H3BN26
SEZ6L2	I3L111
SEZ6L2	X5D2T7
SEZ6L2	X5D2X2
SEZ6L2	X5D7P3
SEZ6L2	X5D9C2
SEZ6L2	X5D9G4
SEZ6L2	X5DNZ5
SEZ6L2	X5DPB9
SEZ6L2	X5DRJ2
OR6K6	Q8NGW6
OR6K6	A0A126GVT9
OR6K6	A0A126GW14
OR6K6	A0A286YF06
PDRG1	Q9NUG6
TMEM132E	Q6IEE7
TMEM132E	A0A494BWY4
KRTAP10-2	P60368
MKX	Q8IYA7
MKX	H0YKC7
MKX	H0YMU2
LY6G6C	O95867
LY6G6C	G3V1A8
MYLK2	Q9H1R3
PSAT1	Q9Y617
PSAT1	A0A024R222
PSAT1	A0A024R280
PSAT1	A9LS35
WNK3	Q9BYP7
WNK3	A0A087WYK2
WNK3	B1AQN8
CEACAM5	P06731
CEACAM5	A0A024R0K5
CEACAM5	A0A087WYX0
CEACAM5	M0QX98
CEACAM5	M0R3J1
CEACAM5	Q8N4D0
CEACAM5	T2HUW8
CEACAM5	T2HVB7
TFF3	Q07654
TFF3	H7BYT0
CBLN1	P23435
CBLN1	H3BQD0
CEACAM1	P13688
CEACAM1	A0A7I2V3A7
CEACAM1	M0R109
CEACAM1	M0R2K4
CEACAM1	Q3KRG8
PDE4B	Q07343
PDE4B	E9PJ03
PDE4B	E9PMG3
PDE4B	E9PNB0
PDE4B	E9PR34
PDE4B	H0YCV7
PDE4B	X5DNX5
PDE4B	X5DPA9
PDE4B	X5DR82
CHI3L2	Q15782
CHI3L2	E9PII8
CHI3L2	E9PIX1
CHI3L2	E9PP75
CHI3L2	E9PPX4
CHI3L2	E9PR52
CHI3L2	E9PRL9
CHI3L2	H0YD88
CHI3L2	H0YE91
CHI3L2	H0YEJ1
PPM1J	Q5JR12
PPM1J	B5BU91
PPM1J	L8E868
PPM1J	S4R3C3
PPM1J	S4R3I3
JAM2	P57087
JAM2	H0YEX9
AKAP8	O43823
AKAP8	A0A7P0T893
AKAP8	A0A7P0TAA4
AKAP8	A0A7P0TBC8
AKAP8	M0QX51
AKAP8	Q8NE02
LYPD4	Q6UWN0
LYPD4	A8K8E0
ALOX12	P18054
ALOX12	K7ENN9
COX4I2	Q96KJ9
COX4I2	H6SG14
SRARP	Q8NEQ6
CEACAM6	P40199
CEACAM6	M0QYD3
ABCC12	Q96J65
ABCC12	A0A024R6Q5
ABCC12	A0A3B3ITL4
ABCC12	B4DYN2
ABCC12	E9PHY2
ADAD2	Q8NCV1
ADAD2	H3BNP6
TRIM60	Q495X7
TRIM60	D6RAS2
TCHHL1	Q5QJ38
TCHHL1	L8E6Z9
TDRD12	Q587J7
TDRD12	A0A1B0GU57
TDRD12	A0A1W2PRK2
TDRD12	A0A2R8Y872
TDRD12	H3BU70
STAC2	Q6ZMT1
STAC2	D0IN09
STAC2	J3QKZ0
DCAF4L2	Q8NA75
H2BC1	Q96A08
KIF12	Q96FN5
KIF12	A0A1W2PNV5
KIF12	A0A1W2PP63
KIF12	A0A1W2PPS5
KIF12	A0A2R8Y6R2
KIF12	B1ALC3
SSX2	Q16385
SSX2	Q8WWZ9
SSX2	Q9NZK4
LYZL2	Q7Z4W2
LYZL2	A0A080YUZ9
NRAC	Q8N912
CASP14	P31944
CASP14	A9UFC0
CASP14	B2CIS9
CEFIP	Q711Q0
RNF113B	Q8IZP6
TBC1D21	Q8IYX1
TBC1D21	H3BTA9
TBC1D21	L0R6Q7
FGF5	P12034
FGF5	H0Y9E2
MYO18B	Q8IUG5
MYO18B	A0A024R1E2
MYO18B	A0A024R1G4
MYO18B	A0A2Q2TCQ6
MYO18B	F5H6I8
MYO18B	H0YGQ4
MYO18B	L8EAK4
DDX4	Q9NQI0
DDX4	D6RAF5
DDX4	D6RAT7
DDX4	D6RBL3
DDX4	D6RCM4
DDX4	D6RIB2
DDX4	H0Y960
DDX4	H0YBW0
ADGRB1	O14514
ADGRB1	A0A2R8Y5M7
ADGRB1	E5RG74
OPN1LW	P04000
OPN1LW	B1B1F0
OPN1LW	H0Y622
COL20A1	Q9P218
COL20A1	B7ZBI4
COL20A1	B7ZBI5
LRRC7	Q96NW7
LRRC7	A0A075B6E9
LRRC7	A0A494C1A4
LRRC7	A1L1C6
LRRC7	B1AKT2
LRRC7	F8WE45
LRRC7	K7ELH5
LRRC7	V9GY23
LRRC7	V9GYE1
LRRC7	V9GZ42
SEPTIN14	Q6ZU15
COL27A1	Q8IZC6
COL27A1	H0YD40
COL27A1	Q5T1U7
COL27A1	Q9HAA3
C1QTNF9B	B2RNN3
C1QTNF9B	A0A0C4DFX8
OR9A4	Q8NGU2
OR9A4	A0A126GVB1
HLA-G	P17693
HLA-G	A0A0G2JNX1
HLA-G	A0A0G2JPQ3
HLA-G	A0A0H4LTT9
HLA-G	A0A0H4LTU3
HLA-G	A0A0H4LTU8
HLA-G	A0A0H4LTV2
HLA-G	A0A0H4LTV6
HLA-G	A0A0H4LTV9
HLA-G	A0A0H4LTW4
HLA-G	A0A0H4LTW7
HLA-G	A0A0H4LTX1
HLA-G	A0A0H4LTX5
HLA-G	A0A0H4LTX9
HLA-G	A0A0H4LTY3
HLA-G	A0A0H4LTY8
HLA-G	A0A0H4LTZ3
HLA-G	A0A0H4LTZ9
HLA-G	A0A0H4LU02
HLA-G	A0A0H4LU07
HLA-G	A0A0H4LU10
HLA-G	A0A0H4LU14
HLA-G	A0A0H4LU18
HLA-G	A0A0H4LU20
HLA-G	A0A0H4LU25
HLA-G	A0A0H4LU30
HLA-G	A0A0H4LU34
HLA-G	A0A0H4LU38
HLA-G	A0A0H4LU40
HLA-G	A0A0H4LU44
HLA-G	A0A0H4LU49
HLA-G	A0A0H4LU54
HLA-G	A0A0H4LU60
HLA-G	A0A0H4LU66
HLA-G	A0A0H4LU72
HLA-G	A0A0H4LU78
HLA-G	A0A0H4LU84
HLA-G	A0A0H4LU89
HLA-G	A0A0H4LU94
HLA-G	A0A0H4LUA0
HLA-G	A0A0H4LUA4
HLA-G	A0A0H4LUA9
HLA-G	A0A0H4LUB4
HLA-G	A0A0H4LUB8
HLA-G	A0A0H4LUC7
HLA-G	A0A0H4LVB9
HLA-G	A0A0H4LVC2
HLA-G	A0A0H4LVC6
HLA-G	A0A0H4LVC9
HLA-G	A0A0H4LVD3
HLA-G	A0A0H4LVD7
HLA-G	A0A0H4LVE0
HLA-G	A0A0H4LVE3
HLA-G	A0A0H4LVE7
HLA-G	A0A0H4LVF0
HLA-G	A0A0H4LVF3
HLA-G	A0A0H4LVF7
HLA-G	A0A0H4LVG1
HLA-G	A0A0H4LVG5
HLA-G	A0A0H4LVG8
HLA-G	A0A0H4LVH3
HLA-G	A0A0H4LVH8
HLA-G	A0A0H4LVI3
HLA-G	A0A0H4LVI8
HLA-G	A0A0H4LVJ1
HLA-G	A0A0H4LVJ5
HLA-G	A0A0H4LVK0
HLA-G	A0A0H4LVK4
HLA-G	A0A0H4LVL0
HLA-G	A0A0H4LVL4
HLA-G	A0A0H4LVL9
HLA-G	A0A0H4LVM3
HLA-G	A0A0H4LVM7
HLA-G	A0A0H4LVN1
HLA-G	A0A0H4LVN6
HLA-G	A0A0H4LVP1
HLA-G	A0A0H4LVP5
HLA-G	A0A0H4LVP8
HLA-G	A0A0H4LVQ3
HLA-G	A0A0H4LVQ9
HLA-G	A0A0H4LVR3
HLA-G	A0A0H4LVR9
HLA-G	A0A0H4LVS3
HLA-G	A0A0H4LVS7
HLA-G	A0A0H4LVT1
HLA-G	A0A0H4LVT5
HLA-G	A0A0H4LVU0
HLA-G	A0A0H4LWY7
HLA-G	A0A0H4LWZ2
HLA-G	A0A0H4LWZ5
HLA-G	A0A0H4LX00
HLA-G	A0A0H4LX05
HLA-G	A0A0H4LX10
HLA-G	A0A0H4LX13
HLA-G	A0A0H4LX16
HLA-G	A0A0H4LX21
HLA-G	A0A0H4LX25
HLA-G	A0A0H4LX29
HLA-G	A0A0H4LX34
HLA-G	A0A0H4LX39
HLA-G	A0A0H4LX41
HLA-G	A0A0H4LX45
HLA-G	A0A0H4LX50
HLA-G	A0A0H4LX55
HLA-G	A0A0H4LX60
HLA-G	A0A0H4LX64
HLA-G	A0A0H4LX68
HLA-G	A0A0H4LX73
HLA-G	A0A0H4LX77
HLA-G	A0A0H4LX80
HLA-G	A0A0H4LX84
HLA-G	A0A0H4LX89
HLA-G	A0A0H4LX93
HLA-G	A0A0H4LX96
HLA-G	A0A0H4LXA0
HLA-G	A0A0H4LXA3
HLA-G	A0A0H4LXA6
HLA-G	A0A0H4LXB0
HLA-G	A0A0H4LXB5
HLA-G	A0A0H4LXC0
HLA-G	A0A0H4LXC4
HLA-G	A0A0H4LXD0
HLA-G	A0A0H4LXD4
HLA-G	A0A0H4LXD9
HLA-G	A0A0H4LXE3
HLA-G	A0A0H4LXE8
HLA-G	A0A0H4LXF2
HLA-G	A0A0H4LXF7
HLA-G	A0A0H4LXG1
HLA-G	A0A0H4LXG5
HLA-G	A0A0H4LYT4
HLA-G	A0A0H4LYT7
HLA-G	A0A0H4LYU0
HLA-G	A0A0H4LYU5
HLA-G	A0A0H4LYU9
HLA-G	A0A0H4LYV4
HLA-G	A0A0H4LYV8
HLA-G	A0A0H4LYW1
HLA-G	A0A0H4LYW5
HLA-G	A0A0H4LYW9
HLA-G	A0A0H4LYX3
HLA-G	A0A0H4LYX8
HLA-G	A0A0H4LYY2
HLA-G	A0A0H4LYY6
HLA-G	A0A0H4LYZ0
HLA-G	A0A0H4LYZ3
HLA-G	A0A0H4LYZ8
HLA-G	A0A0H4LZ02
HLA-G	A0A0H4LZ05
HLA-G	A0A0H4LZ10
HLA-G	A0A0H4LZ14
HLA-G	A0A0H4LZ18
HLA-G	A0A0H4LZ21
HLA-G	A0A0H4LZ25
HLA-G	A0A0H4LZ30
HLA-G	A0A0H4LZ34
HLA-G	A0A0H4LZ38
HLA-G	A0A0H4LZ43
HLA-G	A0A0H4LZ47
HLA-G	A0A0H4LZ50
HLA-G	A0A0H4LZ55
HLA-G	A0A0H4LZ60
HLA-G	A0A0H4LZ65
HLA-G	A0A0H4LZ68
HLA-G	A0A0H4LZ73
HLA-G	A0A0H4LZ77
HLA-G	A0A0H4LZ82
HLA-G	A0A0H4LZ87
HLA-G	A0A0H4LZ89
HLA-G	A0A0H4LZ94
HLA-G	A0A0H4LZ98
HLA-G	A0A0H4LZA3
HLA-G	A0A0H4M9U3
HLA-G	A0A0H4M9U7
HLA-G	A0A0H4M9V1
HLA-G	A0A0H4M9V5
HLA-G	A0A0H4M9W0
HLA-G	A0A0H4M9W5
HLA-G	A0A0H4M9W9
HLA-G	A0A0H4M9X4
HLA-G	A0A0H4M9X6
HLA-G	A0A0H4M9X7
HLA-G	A0A0H4M9X8
HLA-G	A0A0H4M9X9
HLA-G	A0A0H4M9Y0
HLA-G	A0A0H4M9Y1
HLA-G	A0A0H4M9Y2
HLA-G	A0A0H4M9Y3
HLA-G	A0A0H4M9Y6
HLA-G	A0A0H4M9Z1
HLA-G	A0A0H4M9Z9
HLA-G	A0A0H4MA03
HLA-G	A0A0H4MA11
HLA-G	A0A0H4MA15
HLA-G	A0A0H4MA20
HLA-G	A0A0H4MA26
HLA-G	A0A0H4MA32
HLA-G	A0A0H4MA37
HLA-G	A0A0H4MA45
HLA-G	A0A0H4MA49
HLA-G	A0A0H4MA56
HLA-G	A0A0H4MA62
HLA-G	A0A0H4MA67
HLA-G	A0A0H4MA72
HLA-G	A0A0H4MA78
HLA-G	A0A0H4MA83
HLA-G	A0A0H4MA87
HLA-G	A0A0H4MA90
HLA-G	A0A0H4MA94
HLA-G	A0A0H4MA98
HLA-G	A0A0H4MAA2
HLA-G	A0A0H4MAA7
HLA-G	A0A0H4MAB3
HLA-G	A0A0H4MAB7
HLA-G	A0A0S2VHB8
HLA-G	A0A1L2BLQ5
HLA-G	A0A1L2BLQ6
HLA-G	A0A1V0E3X1
HLA-G	A0A291FAL5
HLA-G	A0A2K9YCN0
HLA-G	A0A3G2LZB3
HLA-G	A0A3G2WH74
HLA-G	A0A3G3C0Z1
HLA-G	A0A5Q2WTV3
HLA-G	A0A6M3VZ10
HLA-G	A0A6M3VZ79
HLA-G	A0A6M3VZI4
HLA-G	A0A7I8HN19
HLA-G	A5HSK0
HLA-G	A6YB83
HLA-G	B0L3P8
HLA-G	B0L3P9
HLA-G	B0L3Q0
HLA-G	B1P198
HLA-G	B5LFX8
HLA-G	B5LFX9
HLA-G	B5LFY0
HLA-G	B5LFY1
HLA-G	B5LFY2
HLA-G	B7SFZ2
HLA-G	B7SFZ3
HLA-G	C0JSV2
HLA-G	C0JSV3
HLA-G	C0JT28
HLA-G	C0JT29
HLA-G	C0JT30
HLA-G	C0JTC7
HLA-G	C7SJ32
HLA-G	D2KT86
HLA-G	E5DHS1
HLA-G	G0T3C4
HLA-G	J3JRT1
HLA-G	J7H084
HLA-G	M9TK49
HLA-G	O02923
HLA-G	O02924
HLA-G	O02925
HLA-G	O02926
HLA-G	O02927
HLA-G	O02928
HLA-G	O02929
HLA-G	O19588
HLA-G	O19684
HLA-G	O19766
HLA-G	O19767
HLA-G	O19805
HLA-G	O19806
HLA-G	O19807
HLA-G	O19808
HLA-G	O19809
HLA-G	O78131
HLA-G	O78132
HLA-G	O78133
HLA-G	O78134
HLA-G	O78135
HLA-G	O78136
HLA-G	Q30182
HLA-G	Q30213
HLA-G	Q31611
HLA-G	Q5RJ85
HLA-G	Q68YR8
HLA-G	Q68YR9
HLA-G	Q68YS0
HLA-G	Q68YS1
HLA-G	Q68YS2
HLA-G	Q68YS3
HLA-G	Q68YS4
HLA-G	Q6B844
HLA-G	Q6B845
HLA-G	Q6B846
HLA-G	Q6B847
HLA-G	Q6B848
HLA-G	Q6B849
HLA-G	Q6B850
HLA-G	Q6B851
HLA-G	Q6B9Y0
HLA-G	Q6B9Y1
HLA-G	Q6B9Y2
HLA-G	Q6B9Y3
HLA-G	Q6B9Y4
HLA-G	Q6B9Y5
HLA-G	Q6B9Y6
HLA-G	Q6DL85
HLA-G	Q6DL86
HLA-G	Q6DL87
HLA-G	Q6DL88
HLA-G	Q6DL89
HLA-G	Q6DU08
HLA-G	Q6DU14
HLA-G	Q6UV35
HLA-G	Q7JFN0
HLA-G	Q8MGQ7
HLA-G	Q8MH47
HLA-G	Q8MH48
HLA-G	Q8WLS1
HLA-G	Q95370
HLA-G	Q95391
HLA-G	Q95HM6
HLA-G	Q9BCT7
HLA-G	Q9MYA2
HLA-G	Q9TP10
HLA-G	Q9TP11
HLA-G	Q9TP12
HLA-G	Q9TP13
HLA-G	Q9TP14
HLA-G	R9WWD4
HLA-G	R9WXB4
HLA-G	R9WYY4
HLA-G	R9X0X9
FOXI3	A8MTJ6
PCARE	A6NGG8
SPON2	Q9BUD6
SPON2	A0A1Y8ELY7
SPON2	D6RA41
SPON2	D6RB12
SPON2	D6RBY3
SPON2	D6REX2
SPON2	D6RFY9
SPON2	D6RIH5
KRTAP17-1	Q9BYP8
ACSM2B	Q68CK6
ACSM2B	A0A087WU25
ACSM2B	H3BM61
ACSM2B	H3BNJ9
ACSM2B	H3BP39
ACSM2B	H3BP79
ACSM2B	H3BQ84
ACSM2B	H3BRR3
ACSM2B	H3BTX9
OR3A2	P47893
OR3A2	A0A126GVQ3
OR3A2	A0A286YF44
OR3A2	A0A286YF70
OR3A2	A0A286YFF0
SETDB1	Q15047
SETDB1	B0QZE6
SETDB1	E9PAP1
SETDB1	E9PQM8
SETDB1	E9PRF4
SETDB1	E9PS59
